CÓDIGO ACCIDENTE;CÓDIGO VEHÍCULO;CÓDIGO PERSONA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO PERSONA;GRAVEDAD;LUGAR ATENCIÓN LESIONADO;LUGAR DE DEFUNCIÓN;SITUACIÓN DE PERSONA;PAÍS DE NACIONALIDAD;OTRO PAÍS DE NACIONALIDAD;EDAD;SEXO;POSEE LICENCIA;ESTADO LICENCIA;CLASE_LICENCIA;¿SE SOMETIÓ A DOSAJE ETÍLICO CUALITATIVO?;RESULTADO DEL DOSAJE ETÍLICO CUALITATIVO;¿SE SOMETIÓ A DOSAJE ETÍLICO CUANTITATIVO?;VEHÍCULO;FECHA;AÑO;MES;DIA;HORA;CLASE DE SINIESTRO;CAUSA    ;CAUSA ESPECIFICA     
A-2022-08-235;V-2022-08-235-1;P-2022-08-235-1-1;JUNIN;HUANCAYO;SAN AGUSTIN;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;71;MASCULINO;SI;VIGENTE;B II C;SI;NEGATIVO;SI;TRIMOTO PASAJERO;30/08/2022;2022;AGOSTO;MARTES;20;ATROPELLO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-08-235;V-2022-08-235-1;P-2022-08-235-1-2;JUNIN;HUANCAYO;SAN AGUSTIN;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;68;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;TRIMOTO PASAJERO;30/08/2022;2022;AGOSTO;MARTES;20;ATROPELLO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-08-236;V-2022-08-236-1;P-2022-08-236-1-2;JUNIN;HUANCAYO;SAN AGUSTIN;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;71;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;AUTOMÓVIL;30/08/2022;2022;AGOSTO;MARTES;18;ATROPELLO FUGA;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-08-98;V-2022-08-98-1;P-2022-08-98-1-1;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;30;MASCULINO;SI;VIGENTE;B IIb;NO;NO CORRESPONDE;NO;MOTOCICLETA;30/08/2022;2022;AGOSTO;MARTES;2;CHOQUE CON OBJETO FIJO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-187;V-2022-09-187-1;P-2022-09-187-1-1;CAJAMARCA;CUTERVO;CUTERVO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;26;MASCULINO;;VIGENTE;B IIc;NO INDICA;NO INDICA;NO INDICA;MOTOCICLETA;30/08/2022;2022;AGOSTO;MARTES;2;CHOQUE CON OBJETO FIJO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-08-100;V-2022-08-100-1;P-2022-08-100-1-1;TUMBES;TUMBES;CORRALES;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;26;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;POSITIVO;SI;MOTOCICLETA;31/08/2022;2022;AGOSTO;MIÉRCOLES;14;VOLCADURA;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-08-100;V-2022-08-100-1;P-2022-08-100-1-2;TUMBES;TUMBES;CORRALES;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;MOTOCICLETA;31/08/2022;2022;AGOSTO;MIÉRCOLES;14;VOLCADURA;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-08-117;V-2022-08-117-2;P-2022-08-117-2-1;LIMA;BARRANCA;BARRANCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;38;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;31/08/2022;2022;AGOSTO;MIÉRCOLES;20;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-08-264;V-2022-08-264-2;P-2022-08-264-2-1;TACNA;TARATA;ESTIQUE-PAMPA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;42;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;POSITIVO;SI;MOTOCICLETA;31/08/2022;2022;AGOSTO;MIÉRCOLES;0;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-08-83;V-2022-08-83-1;P-2022-08-83-1-1;ICA;ICA;ICA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;24;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;31/08/2022;2022;AGOSTO;MIÉRCOLES;4;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-08-92;V-2022-08-92-2;P-2022-08-92-2-1;ICA;ICA;SAN JUAN BAUTISTA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;75;MASCULINO;;NO CORRESPONDE;NO CORRESPONDE;NO;NO CORRESPONDE;NO;BICICLETA;31/08/2022;2022;AGOSTO;MIÉRCOLES;18;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-237;V-2022-09-237-2;P-2022-09-237-2-1;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;32;MASCULINO;;VIGENTE;B I;NO INDICA;NO INDICA;NO INDICA;MOTOCICLETA;1/09/2022;2022;SETIEMBRE;JUEVES;10;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-09-140;V-2022-09-140-1;P-2022-09-140-1-1;PUNO;MELGAR;SANTA ROSA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;57;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;2/09/2022;2022;SETIEMBRE;VIERNES;18;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-09-158;V-2022-09-158-1;P-2022-09-158-1-1;LIMA;LIMA;LIMA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;35;MASCULINO;SI;VIGENTE;B IIc;NO;NO CORRESPONDE;NO;MOTOCICLETA;2/09/2022;2022;SETIEMBRE;VIERNES;1;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-33;V-2022-09-33-1;P-2022-09-33-1-1;LA LIBERTAD;TRUJILLO;HUANCHACO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;51;MASCULINO;;VIGENTE;A IIb;NO;NO CORRESPONDE;NO;MOTOCICLETA;2/09/2022;2022;SETIEMBRE;VIERNES;13;CHOQUE FUGA;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-09-157;V-2022-09-157-1;P-2022-09-157-1-1;LIMA;LIMA;LA VICTORIA;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;29;MASCULINO;;VIGENTE;A I;NO;NO CORRESPONDE;NO;MOTOCICLETA;3/09/2022;2022;SETIEMBRE;SÁBADO;16;CHOQUE;INFRAESTRUCTURA Y ENTORNO VIAL;OTRO (INFRAESTRUCTURA Y ENTORNO VIAL)
A-2022-09-157;V-2022-09-157-1;P-2022-09-157-1-2;LIMA;LIMA;LA VICTORIA;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;31;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;3/09/2022;2022;SETIEMBRE;SÁBADO;16;CHOQUE;INFRAESTRUCTURA Y ENTORNO VIAL;OTRO (INFRAESTRUCTURA Y ENTORNO VIAL)
A-2022-09-28;V-2022-09-28-1;P-2022-09-28-1-2;ICA;PISCO;SAN CLEMENTE;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;49;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;3/09/2022;2022;SETIEMBRE;SÁBADO;6;CHOQUE FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-28;V-2022-09-28-1;P-2022-09-28-1-1;ICA;PISCO;SAN CLEMENTE;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;31;MASCULINO;SI;VIGENTE;B IIc;SI;NEGATIVO;SI;MOTOCICLETA;3/09/2022;2022;SETIEMBRE;SÁBADO;6;CHOQUE FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-136;V-2022-09-136-1;P-2022-09-136-1-1;CUSCO;QUISPICANCHI;CAMANTI;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;19;FEMENINO;SI;VIGENTE;B IIb;NO;NO CORRESPONDE;SI;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;14;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-09-136;V-2022-09-136-1;P-2022-09-136-1-2;CUSCO;QUISPICANCHI;CAMANTI;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;31;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;14;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-09-141;V-2022-09-141-1;P-2022-09-141-1-1;PUNO;LAMPA;SANTA LUCIA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;19;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;10;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL
A-2022-09-155;V-2022-09-155-2;P-2022-09-155-2-1;LIMA;LIMA;LA VICTORIA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;NO IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;N/I;N/I;;SIN DNI IDENTIFICADO;SIN DNI IDENTIFICADO;NO INDICA;NO INDICA;NO INDICA;TRIMOTO PASAJERO;4/09/2022;2022;SETIEMBRE;DOMINGO;2;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-156;V-2022-09-156-1;P-2022-09-156-1-2;LIMA;LIMA;PUNTA HERMOSA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;N/I;N/I;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;VEHÍCULO NO IDENTIFICADO;4/09/2022;2022;SETIEMBRE;DOMINGO;2;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-163;V-2022-09-163-1;P-2022-09-163-1-2;TACNA;TACNA;LA YARADA LOS PALOS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;67;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;VEHÍCULO NO IDENTIFICADO;4/09/2022;2022;SETIEMBRE;DOMINGO;18;ATROPELLO FUGA;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-09-171;V-2022-09-171-2;P-2022-09-171-2-1;AMAZONAS;UTCUBAMBA;JAMALCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;77;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;18;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-171;V-2022-09-171-2;P-2022-09-171-2-2;AMAZONAS;UTCUBAMBA;JAMALCA;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;38;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;18;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-231;V-2022-09-231-1;P-2022-09-231-1-2;JUNIN;JAUJA;SINCOS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;82;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NO INDICA;SI;VEHÍCULO NO IDENTIFICADO;4/09/2022;2022;SETIEMBRE;DOMINGO;6;ATROPELLO FUGA;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-09-31;V-2022-09-31-2;P-2022-09-31-2-1;AREQUIPA;ISLAY;PUNTA DE BOMBON;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;43;MASCULINO;;NO CORRESPONDE;NO CORRESPONDE;NO;NO CORRESPONDE;NO;BICICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;5;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-34;V-2022-09-34-2;P-2022-09-34-2-1;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;34;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;4/09/2022;2022;SETIEMBRE;DOMINGO;20;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-35;V-2022-09-35-1;P-2022-09-35-1-1;LA LIBERTAD;TRUJILLO;LAREDO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;30;MASCULINO;SI;VIGENTE;B IIc;NO;NO CORRESPONDE;NO;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;23;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-46;V-2022-09-46-1;P-2022-09-46-1-2;ANCASH;CARHUAZ;ANTA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;35;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA RURAL;4/09/2022;2022;SETIEMBRE;DOMINGO;20;ATROPELLO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-09-51;V-2022-09-51-2;P-2022-09-51-2-1;HUANUCO;LEONCIO PRADO;PUEBLO NUEVO;CONDUCTOR;LESIONADO;OTRO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;22;MASCULINO;SI;VIGENTE;B IIb;SI;NEGATIVO;SI;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;11;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-09-51;V-2022-09-51-2;P-2022-09-51-2-2;HUANUCO;LEONCIO PRADO;PUEBLO NUEVO;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;21;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;4/09/2022;2022;SETIEMBRE;DOMINGO;11;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2022-09-273;V-2022-09-273-1;P-2022-09-273-1-1;LORETO;MAYNAS;SAN JUAN BAUTISTA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;42;MASCULINO;;VENCIDA;B II C;NO INDICA;NO INDICA;NO INDICA;TRIMOTO PASAJERO;4/09/2022;2022;SETIEMBRE;DOMINGO;5;CHOQUE;NO INDICA;NO INDICA
A-2022-09-273;V-2022-09-273-2;P-2022-09-273-2-1;LORETO;MAYNAS;SAN JUAN BAUTISTA;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;51;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO INDICA;NO INDICA;NO INDICA;TRIMOTO PASAJERO;4/09/2022;2022;SETIEMBRE;DOMINGO;5;CHOQUE;NO INDICA;NO INDICA
A-2022-09-154;V-2022-09-154-1;P-2022-09-154-1-1;LIMA;LIMA;COMAS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;32;MASCULINO;;VIGENTE;A I;NO INDICA;NO INDICA;NO INDICA;MOTOCICLETA;5/09/2022;2022;SETIEMBRE;LUNES;11;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-224;V-2022-09-224-2;P-2022-09-224-2-1;PIURA;PIURA;CATACAOS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;28;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;NO INDICA;MOTOCICLETA;5/09/2022;2022;SETIEMBRE;LUNES;15;CHOQUE;NO INDICA;NO INDICA
A-2022-09-243;V-2022-09-243-1;P-2022-09-243-1-1;PIURA;PIURA;LAS LOMAS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;25;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;5/09/2022;2022;SETIEMBRE;LUNES;22;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-09-29;V-2022-09-29-1;P-2022-09-29-1-2;ICA;PISCO;SAN ANDRES;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;57;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;VEHÍCULO NO IDENTIFICADO;5/09/2022;2022;SETIEMBRE;LUNES;22;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-11;V-2022-09-11-1;P-2022-09-11-1-2;PUNO;CHUCUITO;ZEPITA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;20;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA RURAL;6/09/2022;2022;SETIEMBRE;MARTES;18;ATROPELLO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA
A-2022-09-234;V-2022-09-234-1;P-2022-09-234-1-2;CUSCO;ANTA;ANCAHUASI;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;VEHÍCULO NO IDENTIFICADO;6/09/2022;2022;SETIEMBRE;MARTES;4;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-245;V-2022-09-245-1;P-2022-09-245-1-1;PIURA;PAITA;COLAN;CONDUCTOR;FALLECIDO;NO CORRESPONDE;CAMINO AL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;20;MASCULINO;;VIGENTE;B;NO;NO CORRESPONDE;NO;MOTOCICLETA;6/09/2022;2022;SETIEMBRE;MARTES;7;CHOQUE;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-245;V-2022-09-245-2;P-2022-09-245-2-1;PIURA;PAITA;COLAN;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;40;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;6/09/2022;2022;SETIEMBRE;MARTES;7;CHOQUE;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-38;V-2022-09-38-2;P-2022-09-38-2-1;AREQUIPA;AREQUIPA;UCHUMAYO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;38;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;6/09/2022;2022;SETIEMBRE;MARTES;11;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-90;V-2022-09-90-1;P-2022-09-90-1-1;LAMBAYEQUE;CHICLAYO;CHICLAYO;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;23;MASCULINO;;VENCIDA;B IIc;SI;NEGATIVO;SI;TRIMOTO PASAJERO;6/09/2022;2022;SETIEMBRE;MARTES;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-90;V-2022-09-90-1;P-2022-09-90-1-2;LAMBAYEQUE;CHICLAYO;CHICLAYO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;NO IDENTIFICADO;OTRO;VENEZUELA;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;6/09/2022;2022;SETIEMBRE;MARTES;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-244;V-2022-09-244-1;P-2022-09-244-1-2;PIURA;PIURA;TAMBO GRANDE;PEATÓN;FALLECIDO;NO CORRESPONDE;CAMINO AL CENTRO DE SALUD;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;7/09/2022;2022;SETIEMBRE;MIÉRCOLES;18;ATROPELLO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-244;V-2022-09-244-1;P-2022-09-244-1-1;PIURA;PIURA;TAMBO GRANDE;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;48;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;TRIMOTO PASAJERO;7/09/2022;2022;SETIEMBRE;MIÉRCOLES;18;ATROPELLO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA
A-2022-09-254;V-2022-09-254-1;P-2022-09-254-1-2;ICA;CHINCHA;CHINCHA BAJA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;78;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIÓN;7/09/2022;2022;SETIEMBRE;MIÉRCOLES;12;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-09-94;V-2022-09-94-1;P-2022-09-94-1-2;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;PEATÓN;FALLECIDO;NO CORRESPONDE;CAMINO AL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;53;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA RURAL;7/09/2022;2022;SETIEMBRE;MIÉRCOLES;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2022-09-13;V-2022-09-13-1;P-2022-09-13-1-2;PUNO;PUNO;PUNO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;69;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;VEHÍCULO NO IDENTIFICADO;8/09/2022;2022;SETIEMBRE;JUEVES;19;ATROPELLO FUGA;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
